"","gencodeID","Symbol","logFC","t","P.Value","adj.P.Val","B","ensemblID","Length","gene_type","EntrezID","AveExpr"
"ENSMUSG00000054150.11","ENSMUSG00000054150.11","Syne3",0.877677728967041,4.40246110129568,0.00192124103445337,0.0223171132422894,-1.59858445451178,"ENSMUSG00000054150",5532,"protein_coding",212073,2.46712839112523
"ENSMUSG00000041548.4","ENSMUSG00000041548.4","Hspb8",1.0054049072799,4.52282730140082,0.00162406790316159,0.0204606639821182,-1.59875941514916,"ENSMUSG00000041548",1950,"protein_coding",80888,3.78482011155884
"ENSMUSG00000082683.1","ENSMUSG00000082683.1","Gm12697",1.7139512369259,3.94942079879073,0.00368509334532221,0.0320759613269149,-1.59974907517612,"ENSMUSG00000082683",667,"processed_pseudogene",NA,-2.34711272925883
"ENSMUSG00000003974.6","ENSMUSG00000003974.6","Grm3",-0.417215282521762,-4.78613284216114,0.00113285213933513,0.0165934464564951,-1.60353181001914,"ENSMUSG00000003974",3049,"protein_coding",108069,6.66723852290583
"ENSMUSG00000063558.4","ENSMUSG00000063558.4","Aox1",0.787839580735701,4.56325464596882,0.00153567690965285,0.0199083238123305,-1.60429620747406,"ENSMUSG00000063558",8690,"protein_coding",11761,4.10956226267614
"ENSMUSG00000036815.16","ENSMUSG00000036815.16","Dpp10",-0.618848677568515,-4.81795364061319,0.0010853408367296,0.0161980451908888,-1.60445490339412,"ENSMUSG00000036815",15784,"protein_coding",269109,7.74630082069567
"ENSMUSG00000068758.7","ENSMUSG00000068758.7","Il3ra",1.18870323907831,4.08880888865109,0.00300645087661699,0.0286185966905189,-1.60930774134498,"ENSMUSG00000068758",1394,"protein_coding",16188,0.234965396600943
"ENSMUSG00000073752.1","ENSMUSG00000073752.1","Gm10570",-1.79474375884624,-3.93406205315274,0.0037693044083493,0.0324735952662486,-1.61061781717898,"ENSMUSG00000073752",513,"protein_coding",NA,-1.82680961689239
"ENSMUSG00000030393.8","ENSMUSG00000030393.8","Zik1",-0.506498405508346,-4.62764051131239,0.00140542148844869,0.0189348168110963,-1.61093120293708,"ENSMUSG00000030393",4199,"protein_coding",22775,4.7203195687492
"ENSMUSG00000056073.14","ENSMUSG00000056073.14","Grik2",-0.582534878555345,-4.78103940957903,0.00114066348560229,0.0166219352042545,-1.61383844497104,"ENSMUSG00000056073",8272,"protein_coding",14806,6.79367505057823
"ENSMUSG00000009894.15","ENSMUSG00000009894.15","Snap47",-0.730085290875102,-4.80361643937658,0.00110647559918841,0.0163895652750787,-1.61446011990254,"ENSMUSG00000009894",2651,"protein_coding",67826,7.47161254986078
"ENSMUSG00000074657.4","ENSMUSG00000074657.4","Kif5a",-0.566018085076812,-4.84341625498225,0.00104887338320926,0.0158248166332053,-1.61446226552019,"ENSMUSG00000074657",6310,"protein_coding",16572,10.467411900627
"ENSMUSG00000087289.2","ENSMUSG00000087289.2","4933424M12Rik",1.60867649341441,3.93836698681542,0.0037454960148248,0.032412442825046,-1.61754524694348,"ENSMUSG00000087289",2141,"lincRNA",NA,-2.05119134605276
"ENSMUSG00000004187.10","ENSMUSG00000004187.10","Kifc2",-0.678142740675944,-4.8000604490889,0.0011117860943187,0.0164478229666488,-1.61925003440048,"ENSMUSG00000004187",3143,"protein_coding",16581,7.45440006834003
"ENSMUSG00000070407.5","ENSMUSG00000070407.5","Hs3st3b1",1.81836845747604,4.24029326912199,0.00241744558753427,0.025312643121463,-1.62103388452208,"ENSMUSG00000070407",4911,"protein_coding",54710,1.42017497335091
"ENSMUSG00000027997.9","ENSMUSG00000027997.9","Casp6",0.806560298062578,4.25419805168025,0.00236993566778079,0.0249808305702661,-1.6210360935616,"ENSMUSG00000027997",5584,"protein_coding",12368,1.4055701162821
"ENSMUSG00000062127.11","ENSMUSG00000062127.11","Cttnbp2nl",0.604193178391958,4.67560522302133,0.0013161397703051,0.0182724328603027,-1.62237791331229,"ENSMUSG00000062127",8138,"protein_coding",80281,5.496202716533
"ENSMUSG00000044258.9","ENSMUSG00000044258.9","Ctla2a",0.895692659023116,4.28675205175465,0.0022625733677351,0.0242924071689963,-1.62306670161285,"ENSMUSG00000044258",1373,"protein_coding",13024,1.72224873384385
"ENSMUSG00000037593.11","ENSMUSG00000037593.11","BC030499",-1.03387408018479,-4.39588949330942,0.00193906647618348,0.0224369343908197,-1.62312595844947,"ENSMUSG00000037593",4296,"protein_coding",216976,2.51738563717019
"ENSMUSG00000075254.11","ENSMUSG00000075254.11","Heg1",0.773911641705681,4.69638706507513,0.00127937276031275,0.0179620295364597,-1.62389115610629,"ENSMUSG00000075254",12632,"protein_coding",77446,5.81384309537315
"ENSMUSG00000104904.1","ENSMUSG00000104904.1","9330198I05Rik",-1.64777572332789,-3.9309931769924,0.00378637512921407,0.0324735952662486,-1.62732707897923,"ENSMUSG00000104904",1095,"lincRNA",NA,-1.53452840415018
"ENSMUSG00000062661.6","ENSMUSG00000062661.6","Ncs1",-0.571079756805814,-4.80361529684699,0.00110647730102811,0.0163895652750787,-1.62916696330109,"ENSMUSG00000062661",4653,"protein_coding",14299,7.83286997945028
"ENSMUSG00000076921.1","ENSMUSG00000076921.1","Traj7",2.23818976924496,3.88922939910041,0.00402704630511285,0.0335934750433654,-1.62955226421608,"ENSMUSG00000076921",59,"TR_J_gene",NA,-2.67623371346283
"ENSMUSG00000042328.13","ENSMUSG00000042328.13","Hps4",0.52338512632737,4.56790583407976,0.00152584456589353,0.019846034345518,-1.63336013570927,"ENSMUSG00000042328",3948,"protein_coding",192232,4.32806599232106
"ENSMUSG00000054612.4","ENSMUSG00000054612.4","Mgmt",1.36906266562893,4.07818372138172,0.00305316281502591,0.0288219056492183,-1.63360188908188,"ENSMUSG00000054612",2894,"protein_coding",17314,0.2218624228677
"ENSMUSG00000074923.10","ENSMUSG00000074923.10","Pak6",-0.675209060632237,-4.66080189750464,0.00134302400073155,0.0184939089868179,-1.63578919086263,"ENSMUSG00000074923",5211,"protein_coding",214230,5.2855785559014
"ENSMUSG00000030447.15","ENSMUSG00000030447.15","Cyfip1",0.517029429762323,4.78699701761159,0.00113153257230829,0.0165890515121181,-1.63849949006096,"ENSMUSG00000030447",11941,"protein_coding",20430,7.49532660970898
"ENSMUSG00000039116.5","ENSMUSG00000039116.5","Adgrg6",1.26587168952653,4.39060875261185,0.00195351915658877,0.0225263394468379,-1.64518690320616,"ENSMUSG00000039116",11748,"protein_coding",215798,2.87844265007452
"ENSMUSG00000034738.8","ENSMUSG00000034738.8","Nostrin",0.665393305756326,4.31333080710335,0.00217878291668552,0.0239266450902128,-1.64806252625033,"ENSMUSG00000034738",1888,"protein_coding",329416,2.10666269366657
"ENSMUSG00000060212.13","ENSMUSG00000060212.13","Pcnx2",-0.821397356807399,-4.70164776621686,0.00127024235707624,0.0178656117739612,-1.65261363802305,"ENSMUSG00000060212",9574,"protein_coding",270109,5.93334944405353
"ENSMUSG00000021194.5","ENSMUSG00000021194.5","Chga",-0.773140283021068,-4.73038666370266,0.00122158884219935,0.0173982752420274,-1.65394222086665,"ENSMUSG00000021194",1882,"protein_coding",12652,6.44991305312083
"ENSMUSG00000039530.17","ENSMUSG00000039530.17","Tusc3",-0.614945856703037,-4.75498577745643,0.00118153990582244,0.0169604682844876,-1.65792897236362,"ENSMUSG00000039530",3432,"protein_coding",80286,6.90213348266413
"ENSMUSG00000028351.5","ENSMUSG00000028351.5","Brinp1",-0.669329270571679,-4.74919968297527,0.00119083086300457,0.0170524963665437,-1.65843439172185,"ENSMUSG00000028351",6181,"protein_coding",56710,6.79677457574434
"ENSMUSG00000109239.1","ENSMUSG00000109239.1","Gm45176",-0.56393447669491,-4.63443000649576,0.00139239620806032,0.0188450881073764,-1.65961336227333,"ENSMUSG00000109239",4096,"TEC",NA,5.11344099829594
"ENSMUSG00000019370.10","ENSMUSG00000019370.10","Calm3",-0.54282594728356,-4.80575720057087,0.00110329181795878,0.0163725999954344,-1.662113309711,"ENSMUSG00000019370",2423,"protein_coding",12315,9.52858555957509
"ENSMUSG00000027799.12","ENSMUSG00000027799.12","Nbea",-0.580663824399247,-4.79741675542881,0.00111575201352155,0.0164651628911265,-1.66219196102197,"ENSMUSG00000027799",31361,"protein_coding",26422,8.79114150678167
"ENSMUSG00000094800.8","ENSMUSG00000094800.8","Gm9780",2.5303867074463,3.93002712016656,0.00379176586616812,0.0324735952662486,-1.66501462697542,"ENSMUSG00000094800",1402,"protein_coding",100039175,-0.870104419135396
"ENSMUSG00000041354.15","ENSMUSG00000041354.15","Rgl2",0.458869020841166,4.62162826542015,0.00141706532384205,0.0189824255860976,-1.66667976478744,"ENSMUSG00000041354",4625,"protein_coding",19732,5.14832613916011
"ENSMUSG00000054013.5","ENSMUSG00000054013.5","Tmem179",-0.641217345106715,-4.71502753079331,0.00124733587253988,0.0176821682465964,-1.66768841632464,"ENSMUSG00000054013",2373,"protein_coding",104885,6.29859765379661
"ENSMUSG00000074361.10","ENSMUSG00000074361.10","C5ar2",1.22783857096991,4.07865810883428,0.00305106079736881,0.028813546645008,-1.66790903318624,"ENSMUSG00000074361",3561,"protein_coding",319430,0.286996610127609
"ENSMUSG00000041707.7","ENSMUSG00000041707.7","Tmem273",1.11006833732762,4.05654457210521,0.00315070930720337,0.0291844153074352,-1.66865039458864,"ENSMUSG00000041707",1473,"protein_coding",69069,0.271377700940703
"ENSMUSG00000070644.13","ENSMUSG00000070644.13","Etnk2",-0.792062765903934,-4.27340847471887,0.00230593612323023,0.0245805659039814,-1.66973569318333,"ENSMUSG00000070644",4566,"protein_coding",214253,1.73044313515282
"ENSMUSG00000039168.15","ENSMUSG00000039168.15","Dap",0.657664403387299,4.32178862602277,0.00215282218367242,0.0237893661894305,-1.67142910745406,"ENSMUSG00000039168",1925,"protein_coding",223453,2.2482409882939
"ENSMUSG00000030522.14","ENSMUSG00000030522.14","Mtmr10",0.751616800112997,4.62085385646286,0.00141857265304593,0.0189824255860976,-1.67491985705677,"ENSMUSG00000030522",7873,"protein_coding",233315,5.29094864272343
"ENSMUSG00000042846.8","ENSMUSG00000042846.8","Lrrtm3",-0.760548380529876,-4.66931426473222,0.00132749315604444,0.0183761983640634,-1.67728900550186,"ENSMUSG00000042846",4251,"protein_coding",216028,5.66971908064085
"ENSMUSG00000030862.13","ENSMUSG00000030862.13","Cpxm2",1.37328043308077,4.33714401103507,0.00210653396383078,0.0235339075556638,-1.67745658494879,"ENSMUSG00000030862",4622,"protein_coding",55987,2.69602395593474
"ENSMUSG00000034285.15","ENSMUSG00000034285.15","Nipsnap1",-0.577138584964352,-4.62833640066338,0.00140408044148136,0.0189348168110963,-1.6778526967502,"ENSMUSG00000034285",2649,"protein_coding",18082,5.2654037064709
"ENSMUSG00000058624.12","ENSMUSG00000058624.12","Gda",-0.851261043370064,-4.77306028656306,0.00115301754191343,0.0167121799091201,-1.67787544916524,"ENSMUSG00000058624",6135,"protein_coding",14544,8.05282129001008
"ENSMUSG00000021750.15","ENSMUSG00000021750.15","Fam107a",0.711762267032017,4.79183939290185,0.0011241690761928,0.0165275881872294,-1.67851063983473,"ENSMUSG00000021750",3870,"protein_coding",268709,9.19827713790404
"ENSMUSG00000026000.16","ENSMUSG00000026000.16","Lancl1",-0.556796830889174,-4.72111606366683,0.00123706007027886,0.0175763453896549,-1.68031832193866,"ENSMUSG00000026000",6863,"protein_coding",14768,6.50844209327305
"ENSMUSG00000037225.13","ENSMUSG00000037225.13","Fgf2",0.761022207113483,4.47907147243232,0.00172594390790903,0.0210174711870567,-1.68159685373735,"ENSMUSG00000037225",6782,"protein_coding",14173,3.77473970061645
"ENSMUSG00000038352.15","ENSMUSG00000038352.15","Arl5c",1.57404840388611,4.11422354093278,0.00289778766932363,0.0279910689020922,-1.68310720567646,"ENSMUSG00000038352",2073,"protein_coding",217151,0.896184468407259
"ENSMUSG00000036180.15","ENSMUSG00000036180.15","Gatad2a",0.447646656742851,4.59772963677213,0.00146438781033669,0.0193728420502146,-1.685108543242,"ENSMUSG00000036180",5589,"protein_coding",234366,5.04830286473652
"ENSMUSG00000076485.2","ENSMUSG00000076485.2","Trbj1-3",1.95606478023555,3.83749927341026,0.00434792187631052,0.0352190593845467,-1.68534237580185,"ENSMUSG00000076485",54,"TR_J_gene",NA,-3.60346527782357
"ENSMUSG00000090329.1","ENSMUSG00000090329.1","Gm17160",1.95606478023555,3.83749927341026,0.00434792187631052,0.0352190593845467,-1.68534237580185,"ENSMUSG00000090329",260,"antisense",NA,-3.60346527782357
"ENSMUSG00000031778.13","ENSMUSG00000031778.13","Cx3cl1",-0.615857329025796,-4.76857170183711,0.00116003065037697,0.0167634691605727,-1.68595822287706,"ENSMUSG00000031778",3930,"protein_coding",20312,7.97608962047971
"ENSMUSG00000003545.3","ENSMUSG00000003545.3","Fosb",-1.44256156471444,-4.15556710498163,0.0027298867011762,0.0271502704519461,-1.69025813629055,"ENSMUSG00000003545",6243,"protein_coding",14282,1.26754219797864
"ENSMUSG00000031137.17","ENSMUSG00000031137.17","Fgf13",-1.08527087938232,-4.47675533291111,0.0017315247320109,0.02103805358798,-1.69117567544976,"ENSMUSG00000031137",4019,"protein_coding",14168,3.77474989432496
"ENSMUSG00000044835.15","ENSMUSG00000044835.15","Ankrd45",-0.466502008724298,-4.65888053455134,0.00134655656765144,0.0184959014594038,-1.69162869428004,"ENSMUSG00000044835",3735,"protein_coding",73844,5.77563400597151
"ENSMUSG00000041046.7","ENSMUSG00000041046.7","Ramp3",-1.47522288904794,-4.1896925106652,0.00259913535483237,0.0263868499267915,-1.6941966426697,"ENSMUSG00000041046",1380,"protein_coding",56089,1.23971540474299
"ENSMUSG00000007440.10","ENSMUSG00000007440.10","Pcdha11",-0.85923524041765,-4.19078574529052,0.00259505900440174,0.0263680705788311,-1.69535099696361,"ENSMUSG00000007440",5359,"protein_coding",12943,1.48764068949895
"ENSMUSG00000003949.16","ENSMUSG00000003949.16","Hlf",-0.463659303335143,-4.65936868776113,0.001345658113768,0.0184959014594038,-1.69545016593827,"ENSMUSG00000003949",6681,"protein_coding",217082,5.79090783378019
"ENSMUSG00000054976.14","ENSMUSG00000054976.14","Nyap2",-0.554048512068146,-4.68670790869862,0.00129635727699137,0.0181252786927631,-1.69742650015832,"ENSMUSG00000054976",12508,"protein_coding",241134,6.24997901059028
"ENSMUSG00000044912.9","ENSMUSG00000044912.9","Syt16",-1.01537203076161,-4.60818767395924,0.00144347323176699,0.0191890226676287,-1.69746621373116,"ENSMUSG00000044912",2705,"protein_coding",238266,5.21660881361515
"ENSMUSG00000000276.11","ENSMUSG00000000276.11","Dgke",-0.486955317165725,-4.70812811876578,0.00125909166379424,0.0177826989009937,-1.69807700871386,"ENSMUSG00000000276",8387,"protein_coding",56077,6.5593224255404
"ENSMUSG00000110206.1","ENSMUSG00000110206.1","Flt3l",1.10857817131706,4.15981181254828,0.00271324670148014,0.0270468216012446,-1.69881315144732,"ENSMUSG00000110206",3878,"protein_coding",14256,1.23076082408129
"ENSMUSG00000030075.10","ENSMUSG00000030075.10","Cntn3",-0.753323031950643,-4.59467933072225,0.00147054931018021,0.0194038776666398,-1.70004182873218,"ENSMUSG00000030075",6730,"protein_coding",18488,5.12010899568836
"ENSMUSG00000101903.1","ENSMUSG00000101903.1","Gm29291",1.6990736502784,3.85812261067978,0.00421685538607509,0.0346006956148218,-1.70057366503713,"ENSMUSG00000101903",842,"lincRNA",NA,-2.45050815465105
"ENSMUSG00000029757.16","ENSMUSG00000029757.16","Dync1i1",-0.867323051698333,-4.6857393636265,0.00129807017255516,0.018138520375793,-1.70271046095671,"ENSMUSG00000029757",3572,"protein_coding",13426,6.26082542606692
"ENSMUSG00000034401.16","ENSMUSG00000034401.16","Spata6",0.799799849467971,4.42825766640413,0.00185295111764679,0.0218772758576099,-1.70353998743248,"ENSMUSG00000034401",5616,"protein_coding",67946,3.4026791128819
"ENSMUSG00000022016.15","ENSMUSG00000022016.15","Akap11",-0.444833890781476,-4.76711676714648,0.00116231376128295,0.0167862203877967,-1.70763214567017,"ENSMUSG00000022016",9419,"protein_coding",219181,8.88865866064078
"ENSMUSG00000038526.14","ENSMUSG00000038526.14","Car14",1.12299657048824,4.43223124626806,0.00184266594537642,0.0218436150731935,-1.70824948285074,"ENSMUSG00000038526",2543,"protein_coding",23831,3.62586123636756
"ENSMUSG00000063704.12","ENSMUSG00000063704.12","Mapk15",0.948500876962373,4.32026802379873,0.00215746500210668,0.0237893661894305,-1.70941984225692,"ENSMUSG00000063704",2561,"protein_coding",332110,2.31875661093689
"ENSMUSG00000021338.17","ENSMUSG00000021338.17","Carmil1",0.447796156117668,4.63984457265753,0.00138210191403848,0.0187593603633247,-1.7104266037895,"ENSMUSG00000021338",8977,"protein_coding",68732,5.70702441212844
"ENSMUSG00000026276.17","ENSMUSG00000026276.17","Sept2",0.645165251654456,4.70689175927504,0.00126121087831543,0.0178020140958885,-1.71304596571497,"ENSMUSG00000026276",7979,"protein_coding",NA,6.81385102443646
"ENSMUSG00000029338.13","ENSMUSG00000029338.13","Antxr2",1.07726271304303,4.27352916437138,0.00230553994885821,0.0245805659039814,-1.71465767581828,"ENSMUSG00000029338",6655,"protein_coding",71914,2.16797761677562
"ENSMUSG00000084350.1","ENSMUSG00000084350.1","Znf41-ps",0.760723805455889,4.23760407397683,0.0024267512196123,0.0253672653547036,-1.71517984423274,"ENSMUSG00000084350",2413,"unprocessed_pseudogene",NA,1.78139207179604
"ENSMUSG00000055538.7","ENSMUSG00000055538.7","Zcchc24",0.685008378489896,4.69555769356678,0.0012808186560423,0.0179716764622997,-1.7175488355324,"ENSMUSG00000055538",4557,"protein_coding",71918,6.63789447694014
"ENSMUSG00000002297.15","ENSMUSG00000002297.15","Dbf4",0.878050544598223,4.19399790636114,0.0025831213318544,0.0262875484265676,-1.71815713739316,"ENSMUSG00000002297",8728,"protein_coding",27214,1.54486820965471
"ENSMUSG00000020897.12","ENSMUSG00000020897.12","Aurkb",1.63291970433598,3.89274645395565,0.00400616441830613,0.0334931183365975,-1.71895325438765,"ENSMUSG00000020897",2946,"protein_coding",20877,-1.14943942924278
"ENSMUSG00000055078.7","ENSMUSG00000055078.7","Gabra5",-0.766309832598685,-4.58617024753269,0.00148788541619212,0.0195238593254906,-1.71954179586521,"ENSMUSG00000055078",2974,"protein_coding",110886,5.15922966089572
"ENSMUSG00000085838.1","ENSMUSG00000085838.1","Chn1os1",-2.11717995022941,-3.86755010824267,0.00415834547548696,0.0343291783154091,-1.72070778314156,"ENSMUSG00000085838",636,"antisense",NA,-1.65572326495467
"ENSMUSG00000053161.16","ENSMUSG00000053161.16","Daw1",1.03715039168818,4.27342584491057,0.00230587909955786,0.0245805659039814,-1.72086839924981,"ENSMUSG00000053161",2140,"protein_coding",71227,2.05211834846454
"ENSMUSG00000032714.6","ENSMUSG00000032714.6","Syde1",0.911082156712928,4.38177424516179,0.00197795729606523,0.0226756624188311,-1.72095796788411,"ENSMUSG00000032714",3288,"protein_coding",71709,3.05806047780074
"ENSMUSG00000050855.16","ENSMUSG00000050855.16","Zfp940",-0.492588403299246,-4.48979010073232,0.00170036768806707,0.0208856801308712,-1.72295488442414,"ENSMUSG00000050855",6090,"protein_coding",233057,4.05677805961423
"ENSMUSG00000032667.17","ENSMUSG00000032667.17","Pon2",0.56602489699974,4.62135684947187,0.00141759341816483,0.0189824255860976,-1.72337578852738,"ENSMUSG00000032667",7339,"protein_coding",330260,5.6217650849586
"ENSMUSG00000039735.15","ENSMUSG00000039735.15","Fnbp1l",-0.550660503368073,-4.69464339419473,0.00128241465499405,0.0179727758009077,-1.72660027921735,"ENSMUSG00000039735",12376,"protein_coding",214459,6.67575950594484
"ENSMUSG00000103697.1","ENSMUSG00000103697.1","Gm38020",-0.505999445803782,-4.61863734471529,0.00142289648577756,0.0190188399825913,-1.72782941198724,"ENSMUSG00000103697",4676,"TEC",NA,5.51352828086958
"ENSMUSG00000038648.5","ENSMUSG00000038648.5","Creb3l2",0.714411026120308,4.4135401527034,0.00189158643973938,0.0221653914104449,-1.72807845971862,"ENSMUSG00000038648",7283,"protein_coding",208647,3.42345192713126
"ENSMUSG00000029153.11","ENSMUSG00000029153.11","Ociad2",-0.834040822412005,-4.5595250530789,0.00154361033864487,0.0199450925691806,-1.72991805942499,"ENSMUSG00000029153",2722,"protein_coding",433904,4.921181815932
"ENSMUSG00000057554.13","ENSMUSG00000057554.13","Lgals8",0.411113394754116,4.61693902498865,0.00142621907131022,0.019047048946659,-1.73049805214701,"ENSMUSG00000057554",3688,"protein_coding",56048,5.61930236616718
"ENSMUSG00000030924.16","ENSMUSG00000030924.16","Rexo5",0.893919402552372,4.19876416223816,0.00256551619182334,0.0261914875014379,-1.73058015080235,"ENSMUSG00000030924",4782,"protein_coding",434234,1.65020136885326
"ENSMUSG00000028004.12","ENSMUSG00000028004.12","Npy2r",-1.04085879309111,-4.39716052802882,0.0019356049972137,0.0224289649505903,-1.73324626369077,"ENSMUSG00000028004",3383,"protein_coding",18167,3.16866685432822
"ENSMUSG00000043384.15","ENSMUSG00000043384.15","Gprasp1",-0.655154080245628,-4.75645783519945,0.00117918867377698,0.0169604682844876,-1.73387132810856,"ENSMUSG00000043384",8119,"protein_coding",67298,9.70688516159231
"ENSMUSG00000064796.1","ENSMUSG00000064796.1","Terc",1.97723778575792,3.82854567223984,0.00440616523868865,0.0355077543311348,-1.73750210214606,"ENSMUSG00000064796",423,"misc_RNA",21748,-2.34548472169799
"ENSMUSG00000022309.8","ENSMUSG00000022309.8","Angpt1",1.00674029981341,4.4811903078776,0.00172085543458085,0.0209878789742778,-1.73805968197997,"ENSMUSG00000022309",4256,"protein_coding",11600,4.30909598333249
"ENSMUSG00000049097.9","ENSMUSG00000049097.9","Ankrd34a",-0.698933814153398,-4.4801620005791,0.00172332294041772,0.02100178064131,-1.73987426624912,"ENSMUSG00000049097",2583,"protein_coding",545554,4.09935102667984
"ENSMUSG00000053110.13","ENSMUSG00000053110.13","Yap1",0.632170919235505,4.55382515915355,0.00155582028325453,0.0199943588762255,-1.74618704665564,"ENSMUSG00000053110",9257,"protein_coding",22601,5.05966222224624
"ENSMUSG00000054951.2","ENSMUSG00000054951.2","9130008F23Rik",1.96777867209216,3.86459085392832,0.00417661803565216,0.0344200411184486,-1.74823465345263,"ENSMUSG00000054951",2159,"protein_coding",71583,-1.48675867933292
"ENSMUSG00000033715.14","ENSMUSG00000033715.14","Akr1c14",0.85940406234335,4.08852387035542,0.00300769390536816,0.0286185966905189,-1.74869663715216,"ENSMUSG00000033715",2973,"protein_coding",105387,1.09404032783321
"ENSMUSG00000033900.13","ENSMUSG00000033900.13","Map9",-0.574164108388631,-4.67892696450171,0.00131018725657293,0.0182319094563425,-1.74882983824414,"ENSMUSG00000033900",6671,"protein_coding",213582,6.68885884101466
"ENSMUSG00000027510.17","ENSMUSG00000027510.17","Rbm38",1.04470841001084,4.08101319007662,0.00304064825162591,0.0287562859716832,-1.7500537512684,"ENSMUSG00000027510",2869,"protein_coding",56190,0.83067398188191
"ENSMUSG00000020657.15","ENSMUSG00000020657.15","Dnajc27",-0.679176840614193,-4.69493125293451,0.0012819119381429,0.0179727758009077,-1.75030191633559,"ENSMUSG00000020657",4713,"protein_coding",217378,7.01460630666682
"ENSMUSG00000001467.5","ENSMUSG00000001467.5","Cyp51",-0.419023675703244,-4.63014145753025,0.00140060834404858,0.0189201409425167,-1.75035982123775,"ENSMUSG00000001467",4415,"protein_coding",13121,5.91734402937702
"ENSMUSG00000032578.7","ENSMUSG00000032578.7","Cish",0.805227229579772,4.26810955672682,0.00232340240890817,0.024643880902369,-1.75051869862846,"ENSMUSG00000032578",6419,"protein_coding",12700,2.16570191599749
"ENSMUSG00000052248.15","ENSMUSG00000052248.15","Zeb2os",1.27751985115814,4.12022777219894,0.00287273362918481,0.0278091368339882,-1.7506290801314,"ENSMUSG00000052248",1388,"antisense",NA,1.19624440150639
"ENSMUSG00000034647.14","ENSMUSG00000034647.14","Ankrd12",-0.403857491716926,-4.7260668127793,0.00122877187851337,0.0174900612635752,-1.75064002183792,"ENSMUSG00000034647",11508,"protein_coding",106585,8.10187892754041
"ENSMUSG00000030516.14","ENSMUSG00000030516.14","Tjp1",0.543529466362482,4.70960752459625,0.00125656089727412,0.0177575446610606,-1.75114361812533,"ENSMUSG00000030516",7811,"protein_coding",21872,7.4601391562826
"ENSMUSG00000000197.7","ENSMUSG00000000197.7","Nalcn",-0.590195493988143,-4.71346233251195,0.00124999236254684,0.0176963951625356,-1.75241623731936,"ENSMUSG00000000197",7115,"protein_coding",338370,7.63924392772565
"ENSMUSG00000030934.9","ENSMUSG00000030934.9","Oat",0.619262053362656,4.67991860089892,0.00130841589084359,0.0182319094563425,-1.75489024293258,"ENSMUSG00000030934",2360,"protein_coding",18242,6.79674895974444
"ENSMUSG00000063415.12","ENSMUSG00000063415.12","Cyp26b1",1.0926113683354,4.02636572039267,0.00329234403082777,0.0300194890189696,-1.75560224345214,"ENSMUSG00000063415",5352,"protein_coding",232174,0.363966985620479
"ENSMUSG00000074364.6","ENSMUSG00000074364.6","Ehd2",0.845645077987261,4.30821207894187,0.00219465745686118,0.0240324722721131,-1.75586059654136,"ENSMUSG00000074364",5119,"protein_coding",259300,2.46747943405531
"ENSMUSG00000082154.1","ENSMUSG00000082154.1","Gm16464",1.5139565697694,3.90146716723644,0.00395488194231567,0.0332289046390454,-1.75884864490083,"ENSMUSG00000082154",1095,"processed_pseudogene",NA,-0.533279316158154
"ENSMUSG00000029861.17","ENSMUSG00000029861.17","Fam131b",-0.508333923353119,-4.66651142830137,0.00133258544726267,0.0183963566663643,-1.76075254677474,"ENSMUSG00000029861",4104,"protein_coding",76156,6.56164218654166
"ENSMUSG00000062031.13","ENSMUSG00000062031.13","Pgghg",0.83386664273731,4.31771831891899,0.00216527407337264,0.0238310949943453,-1.76202821333601,"ENSMUSG00000062031",3346,"protein_coding",212974,2.83291171549365
"ENSMUSG00000086595.1","ENSMUSG00000086595.1","Gm12214",1.59024598442954,3.79709226436588,0.00461742561839922,0.0364273495026264,-1.76265798802948,"ENSMUSG00000086595",417,"antisense",NA,-2.82809777048978
"ENSMUSG00000031933.17","ENSMUSG00000031933.17","Izumo1r",2.5138917397696,3.85784247621999,0.00421860731435243,0.0346006956148218,-1.76442976191743,"ENSMUSG00000031933",2320,"protein_coding",64931,-2.12058718904396
"ENSMUSG00000032135.14","ENSMUSG00000032135.14","Mcam",0.990472710741254,4.50986342618614,0.00165355972614409,0.0206129274282751,-1.76629555618998,"ENSMUSG00000032135",3350,"protein_coding",84004,4.8148374419525
"ENSMUSG00000041774.14","ENSMUSG00000041774.14","Ydjc",-0.642561753126939,-4.36444480057974,0.00202685291609065,0.0230355140679496,-1.76638024408387,"ENSMUSG00000041774",5556,"protein_coding",69101,3.06590569594722
"ENSMUSG00000025266.11","ENSMUSG00000025266.11","Gnl3l",-0.604359731577912,-4.71493406879902,0.00124749432721396,0.0176821682465964,-1.76659483364756,"ENSMUSG00000025266",5570,"protein_coding",237107,8.12874582518402
"ENSMUSG00000005686.16","ENSMUSG00000005686.16","Ampd3",0.535430498263368,4.53889309850336,0.00158830248230498,0.0202143709260578,-1.76716108607588,"ENSMUSG00000005686",5605,"protein_coding",11717,5.01023572511331
"ENSMUSG00000039488.15","ENSMUSG00000039488.15","Cntn5",-1.20006018726171,-4.44336552461877,0.00181417151311468,0.0215922875819704,-1.76897378997177,"ENSMUSG00000039488",4531,"protein_coding",244682,4.0189910294418
"ENSMUSG00000039478.15","ENSMUSG00000039478.15","Micu3",-0.512643976813538,-4.66094374971648,0.00134276359141403,0.0184939089868179,-1.77224272309132,"ENSMUSG00000039478",6153,"protein_coding",78506,6.64284225772491
